Tipo;Sexo;Opinião;Modelo;Outra;Razão;Renda;Anos;Gasto;Minutos
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,626;3;44;68
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;4,548;9;97,6;61
Pré-pago;Feminino;Terrível;Motorola;Ferrocom;Qualidade do sinal;4,68;8;86,6;75
Pós-pago;Masculino;Sofrível;Ericsson;Mortinho;Tarifa menor;8,619;3;41,6;85
Pós-pago;Masculino;Sofrível;Siemens;Mortinho;Tarifa menor;23,319;5;59,4;324
Pós-pago;Masculino;Sofrível;Motorola;Nenhuma;Tarifa menor;11,763;5;60;84
Pós-pago;Masculino;Sofrível;Gradiente;Ferrocom;Qualidade do sinal;4,68;9;97,2;74
Pré-pago;Masculino;Terrível;Ericsson;Cumbuca;Maior cobertura;5,385;5;56,6; 
Pós-pago;Feminino;Terrível;Motorola;Mortinho;Tarifa menor;11,427;4;50,4;84
Pré-pago;Feminino;Excelente;Samsung;Cumbuca;Maior cobertura;2,574;5;57,4;57
Pré-pago;Feminino;Sofrível;Ericsson;Ferrocom;Maior cobertura;3,3;3;35,2;78
Pré-pago;Feminino;Confiável;Ericsson;Nenhuma;Maior cobertura;1,362;1;30,52;57
Pós-pago;Masculino;Sofrível;Siemens;Ferrocom;Tarifa menor;8,415;7;84;85
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;4,548;6;68,8;95
Pré-pago;Masculino;Terrível;Siemens;Nenhuma;Maior cobertura;5,844;1;30,52;59
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,768;6;72,4;59
Pré-pago;Masculino;Sofrível;Samsung;Cumbuca;Qualidade do sinal;4,548;2;32,4;93
Pós-pago;Masculino;Sofrível;Gradiente;Ferrocom;Qualidade do sinal;4,635;6;72,8;76
Pós-pago;Masculino;Mediana;Gradiente;Cumbuca;Maior cobertura;6,162;3;44,2;76
Pós-pago;Masculino;Sofrível;Motorola;Mortinho;Tarifa menor;14,988;4;50;94
Pré-pago;Masculino;Mediana;Samsung;Nenhuma;Qualidade do sinal;1,197;5;60,8;82
Pós-pago;Masculino;Terrível;Motorola;Cumbuca;Qualidade do sinal;4,815;4;54,8;75
Pré-pago;Masculino;Mediana;Motorola;Nenhuma;Maior cobertura;7,443;2;30,52;93
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;22,017;10;110,4;96
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,074;6;69,8;64
Pré-pago;Masculino;Sofrível;Samsung;Escuridão;Maior cobertura;5,844;4;53,2;63
Pós-pago;Feminino;Mediana;Gradi ;Nenhuma;Maior cobertura;2,748;9;98,4;76
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,816;5;59;40
Pré-pago;Feminino;Confiável;Ericsson;Nenhuma;Maior cobertura;3,03;4;51;66
Pós-pago;Masculino;Terrível;Gradiente;Cumbuca;Tarifa menor;17,835;8;88,6;100
Pré-pago;Masculino;Mediana;Gradiente;Cumbuca;Qualidade do sinal;7,821;4;53,8;68
Pré-pago;Masculino;Mediana;Gradiente;Cumbuca;Maior cobertura;1,311;6;74,4;64
Pós-pago;Masculino;Mediana;Motorola;Mortinho;Tarifa menor;9,111;8;87,2;75
Pré-pago;Masculino;Terrível;Motorola;Ferrocom;Maior cobertura;5,19;4;49,8;87
Pós-pago;Masculino;Excelente;Motorola;Nenhuma;Qualidade do sinal;2,487;5;61,4;77
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,924;6;66,6;62
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;26,202;7;76;102
Pré-pago;Feminino;Terrível;Gradiente;Nenhuma;Qualidade do sinal;2,811;5;57,8;75
Pré-pago;Masculino;Mediana;Siemens;Nenhuma;Maior cobertura;4,86;6;67,4;80
Pré-pago;Feminino;Excelente;Siemens;Ferrocom;Maior cobertura;3,438;7;81,2;72
Pós-pago;Feminino;Mediana;Siemens;Mortinho;Qualidade do sinal;6,327;6;72,6;78
Pós-pago;Masculino;Excelente;Gradiente;Cumbuca;Maior cobertura;4,125;6;68;76
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;8,826;6;73,4;75
Pós-pago;Feminino;Terrível;Siemens;Mortinho;Tarifa menor;11,262;3;41,6;98
Pós-pago;Masculino;Confiável;Motorola;Cumbuca;Qualidade do sinal;11,592;5;60;73
Pré-pago;Feminino;Excelente;Motorola;Cumbuca;Maior cobertura;1,477;5;55,4;50
Pós-pago;Masculino;Terrível;Ericsson;Mortinho;Maior cobertura;5,586;5;58,4;73
Pré-pago;Feminino;Terrível;Motorola;Nenhuma;Tarifa menor;7,887;7;77,6;92
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;4,86;4;46,2;107
Pré-pago;Feminino;Terrível;Samsung;Nenhuma;Maior cobertura;2,811;5;63;61
Pré-pago;Feminino;Confiável;Ericsson;Escuridão;Maior cobertura;1,509;4;53,8;52
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Qualidade do sinal;8,082;9;97;81
Pré-pago;Feminino;Confiável;Gradiente;Nenhuma;Maior cobertura;1,626;4;46,2;55
Pré-pago;Masculino;Mediana;Motorola;Ferrocom;Tarifa menor;2,718;5;56,8;78
Pré-pago;Feminino;Sofrível;Samsung;Ferrocom;Maior cobertura;5,094;3;39,8;69
Pré-pago;Femini ;Mediana;Ericsson;Ferrocom;Maior cobertura;1,089;5;60,2;58
Pré-pago;Masculino;Sofrível;Ericsson;Ferrocom;Tarifa menor;3,546;7;78,2;86
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;4,167;3;38,8;64
Pré-pago;Feminino;Mediana;Ericsson;Escuridão;Maior cobertura;1,398;5;61,4;73
Pós-pago;Masculino;Sofrível;Siemens;Cumbuca;Tarifa menor;8,148;11;120,8;103
Pré-pago;Masculino;Excelente;Motorola;Cumbuca;Maior cobertura;1,731;1;30,52;72
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;2,46;2;31;89
Pós-pago;Feminino;Terrível;Motorola;Cumbuca;Maior cobertura;2,433;5;62;93
Pós-pago;Feminino;Terrível;Gradiente;Cumbuca;Maior cobertura;5,586;4;45,6;83
Pré-pago;Feminino;Terrível;Siemens;Nenhuma;Maior cobertura;4,374;1;30,52;81
Pós-pago;Feminino;Terrível;Siemens;Mortinho;Tarifa menor;8,484;12;125,2;101
Pré-pago;Feminino;Terrível;Siemens;Nenhuma;Maior cobertura;6,957;3;44,8;78
Pré-pago;Masculino;Sofrível;Siemens;Ferrocom;Maior cobertura;2,811;5;55,6;81
Pré-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;6,957;6;71,8;96
Pós-pago;Masculino;Excelente;Motorola;Ferrocom;Qualidade do sinal;2,298;6;66,6;54
Pré-pago;Masculino;Confiável;Ericsson;Ferrocom;Maior cobertura;3,966;6;67,2;51
Pré-pago;Masculino;Excelente;Motorola;Ferrocom;Qualidade do sinal;8,826;3;42;85
Pós-pago;Masculino;Sofrível;Gradiente;Nenhuma;Tarifa menor;15,288;4;45,6;79
Pré-pago;Feminino;Excelente;Gradiente;Cumbuca;Maior cobertura;1,873;3;43,6;43
Pré-pago;Feminino;Sofrível;Gradiente;Cumbuca;Maior cobertura;1,9;5;62,6;65
Pré-pago;Feminino;Mediana;Samsung;Nenhuma;Qualidade do sinal;4,005;8;90;78
Pós-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;3,402;2;30,52;80
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Qualidade do sinal;2,811;3;38,4;91
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Qualidade do sinal;8,484;6;72,4;67
Pós-pago;Feminino;Mediana;Ericsson;Mortinho;Maior cobertura;2,688;3;39,2;61
Pré-pago;Masculino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;2,271;5;57,8;79
Pré-pago;Masculino;Confiável;Ericsson;Nenhuma;Maior cobertura;5,001;6;65,6;52
Pré-pago;Masculino;Mediana;Ericsson;Ferrocom;Qualidade do sinal;6,384;4;50,4;99
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,548;5;56,8;62
Pré-pago;Masculino;Sofrível;Samsung;Mortinho;Qualidade do sinal;4,125;9;104,6;86
Pré-pago;Feminino;Sofrível;Gradiente;Ferrocom;Maior cobertura;1,608;4;49,2;74
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;3,096;2;32,6;61
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;11,847;5;61,8;164
Pós-pago;Masculino;Mediana;Motorola;Ferrocom;Maior cobertura;6,108;7;76,4;66
Pós-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;3,81;5;62,4;83
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;2,631;6;67,4;63
Pré-pago;Feminino;Terrível;Motorola;Nenhuma;Maior cobertura;1,647;4;54,4;70
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,273;4;91,6;48
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1,816;4;49,6;66
Pós-pago;Masculino;Confiável;Gradiente;Escuridão;Maior cobertura;4,29;4;52,6;82
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,114;6;71,8;58
Pós-pago;Masculino;Mediana;Samsung;Cumbuca;Qualidade do sinal;1,773;6;71,4;88
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;2,574;7;81,8;75
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;13,728;6;65,8;87
Pré-pago;Masculino;Media ;Motorola;Nenhuma;Qualidade do sinal;1,197;9;95,6;68
Pré-pago;Feminino;Excelente;Samsung;Cumbuca;Maior cobertura;1,432;2;34,8;61
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1,311;6;73,4;49
Pré-pago;Feminino;Mediana;Siemens;Mortinho;Maior cobertura;2,145;3;41,8;73
Pré-pago;Feminino;Sofrível;Samsung;Ferrocom;Maior cobertura;1,119;6;65,2;80
Pré-pago;Masculino;Mediana;Motorola;Mortinho;Maior cobertura;7,32;3;38,6;80
Pré-pago;Masculino;Mediana;Gradiente;Cumbuca;Maior cobertura;10,935;5;56,8;69
Pós-pago;Feminino;Terrível;Siemens;Mortinho;Qualidade do sinal;2,688;5;63,2;77
Pré-pago;Feminino;Mediana;Gradiente;Escuridão;Maior cobertura;2,379;2;30,52;71
Pós-pago;Feminino;Terrível;Motorola;Cumbuca;Qualidade do sinal;3,81;5;61;80
Pré-pago;Masculino;Confiável;Gradiente;Fe ;Ma ;4,248;4;47,2;46
Pós-pago;Feminino;Terrível;Motorola;Nenhuma;Qualidade do sinal;5,337;5;61,2;86
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;6,84;4;51,6;67
Pré-pago;Masculino;Confiável;Ericsson;Ferrocom;Maior cobertura;1,381;6;73,6;53
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Qualidade do sinal;2,661;5;58,6;77
Pré-pago;Masculino;Terrível;Samsung;Nenhuma;Qualidade do sinal;12,105;7;84;81
Pré-pago;Masculino;Sofrível;Gradiente;Escuridão;Qualidade do sinal;8,898;5;57,6;78
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,393;4;48,4;43
Pós-pago;Mascul ;Terrível;Siemens;Cumbuca;Tarifa menor;11,934;3;43;89
Pré-pago;Feminino;Sofrível;Gradiente;Cumbuca;Maior cobertura;3,3;4;49,2;79
Pré-pago;Feminino;Terrível;Motorola;Escuridão;Maior cobertura;1,375;5;60,2;66
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;5,79;8;92,8;72
Pré-pago;Masculino;Excelente;Motorola;Nenhuma;Maior cobertura;6,438;4;48;59
Pós-pago;Masculino;Sofrível;Gradiente;Ferrocom;Maior cobertura;6,783;6;68,4;69
Pré-pago;Feminino;Terrível;Samsung;Escuridão;Maior cobertura;5,739;6;66,6;61
Pós-pago;Masculino;Terrível;Motorola;Cumbuca;Tarifa menor;14,691;7;78,8;90
Pós-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;1,38;5;57,6;79
Pós-pago;Feminino;Sofrível;Motorola;Cumbuca;Maior cobertura;1,647;5;59,8;97
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;12,453;7;77,8;84
Pré-pago;Feminino;Mediana;Ericsson;Mortinho;Maior cobertura;1,861;3;37,6;69
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,311;3;41,4;56
Pré-pago;Masculino;Mediana;Ericsson;Nenhuma;Maior cobertura;1,998;2;30,52;65
Pós-pago;Masculino;Terrível;Samsung;Ferrocom;Qualidade do sinal;6,327;5;58,4;94
Pós-pago;Masculino;Confiável;Gradiente;Nenhuma;Tarifa menor;11,934;6;67,4;85
Pré-pago;Mascu ;Mediana;Motorola;Mortinho;Qualidade do sinal;2,118;2;32,4;78
Pré-pago;Masculino;Excelente;Ericsson;Cumbuca;Maior cobertura;1,398;3;35;57
Pós-pago;Masculino;Terrível;Samsung;Mortinho;Tarifa menor;6,783;6;74;96
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;2,298;3;40,2;42
Pós-pago;Masculino;Excelente;Gradiente;Cumbuca;Qualidade do sinal;5,535;4;53,2;84
Pós-pago;Feminino;Mediana;Samsung;Ferrocom;Maior cobertura;2,997;7;82,4;85
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,411;5;56,8;60
Pós-pago;Masculino;Sofrível;Motorola;Nenhuma;Tarifa menor;20,4;5;58,4;84
Pré-pago;Masculino;Confiável;Ericsson;Ferrocom;Qualidade do sinal;2,601;5;64,6;73
Pré-pago;Feminino;Terrível;Motorola;Escuridão;Maior cobertura;1,816;6;65;87
Pós-pago;Feminino;Mediana;Motorola;Ferrocom;Maior cobertura;3,03;5;62,4;61
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;1,329;8;86,8;66
Pré-pago;Feminino;Confiável;Motorola;Nenhuma;Maior cobertura;1,978;3;43,2;44
Pós-pago;Feminino;Terrível;Siemens;Cumbuca;Qualidade do sinal;2,997;7;83,6;86
Pré-pago;Feminino;Terrível;Samsung;Nenhuma;Qualidade do sinal;6,384;6;70;84
Pré ;Feminino;Excelente;Ericsson;Ferrocom;Maior cobertura;1,452;4;52,6;65
Pré-pago;Masculino;Sofrível;Samsung;Ferrocom;Qualidade do sinal;2,811;2;32,6;86
Pré-pago;Feminino;Confiável;Gradiente;Nenhuma;Maior cobertura;1,089;2;34,4;49
Pré-pago;Masculino;Terrível;Gradiente;Cumbuca;Maior cobertura;3,474;5;64;67
Pré-pago;Masculino;Mediana;Motorola;Ferrocom;Maior cobertura;7,632;4;52,8;65
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,347;2;30,52;53
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;14,988;5;61,8;95
Pré-pago;Feminino;Mediana;Motorola;Mortinho;Maior cobertura;4,815;6;68,4;70
Pré-pago;Feminino;Mediana;Samsung;Nenhuma;Maior cobertura;1,329;4;48,6;54
Pré-pago;Feminino;Terrível;Motorola;Nenhuma;Qualidade do sinal;4,125;8;93;82
Pós-pago;Femin ;Sofrível;Samsung;Mortinho;Qualidade do sinal;7,197;6;72,6;86
Pós-pago;Masculino;Terrível;Motorola;Mortinho;Qualidade do sinal;17,724;4;51,8;79
Pré-pago;Feminino;Excelente;Ericsson;Nenhuma;Maior cobertura;3,03;5;62;69
Pós-pago;Feminino;Excelente;Gradiente;Ferrocom;Maior cobertura;4,908;5;60,6;79
Pós-pago;Feminino;Confiável;Gradiente;Mortinho;Qualidade do sinal;2,688;6;67,2;80
Pré-pago;Feminino;Mediana;Gradiente;Nenhuma;Maior cobertura;4,086;5;64,4;56
Pré-pago;Feminino;Sofrível;Samsung;Nenhuma;Maior cobertura;2,406;7;83;79
Pré-pago;Masculino;Sofrível;Samsung;Cumbuca;Qualidade do sinal;1,689;8;88,8;66
Pós-pago;Feminino;Excelente;Gradiente;Cumbuca;Maior cobertura;2,574;3;43,6;79
Pré-pago;Feminino;Terrível;Gradiente;Mortinho;Maior cobertura;2,271;4;49,2;86
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;9,618;4;49;89
Pré-pago;Feminino;Excelente;Samsung;Ferrocom;Maior cobertura;1,197;1;30,52; 
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;1,951;3;41,8;70
Pré-pago;Feminino;Sofrível;Siemens;Ferrocom;Maior cobertura;1,245;7;84,4;81
Pós-pago;Masculino;Terrí ;Gradiente;Escuridão;Qualidade do sinal;4,725;5;58,4;68
Pré-pago;Masculino;Sofrível;Ericsson;Nenhuma;Maior cobertura;7,887;4;47,2;87
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,015;0;30,52;29
Pré-pago;Feminino;Excelente;Ericsson;Cumbuca;Maior cobertura;1,399;2;30,52;63
Pós-pago;Masculino;Mediana;Gradiente;Nenhuma;Qualidade do sinal;4,374;3;43,2;82
Pós-pago;Masculino;Terrível;Samsung;Escuridão;Qualidade do sinal;4,635;6;66,8;67
Pré-pago;Feminino;Mediana;Gradiente;Ferrocom;Maior cobertura;1,306;1;30,52;70
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;4,461;4;54;78
Pós-pago;Feminino;Terrível;Siemens;Escuridão;Qualidade do sinal;7,32;6;69,6;106
Pós-pago;Masculino;Sofrível;Samsung;Mortinho;Qualidade do sinal;5,688;7;78,6;71
Pós-pago;Feminino;Sofrível;Gradiente;Nenhuma;Qualidade do sinal;6,783;8;94,4;76
Pré-pago;Feminino;Mediana;Gradiente;Ferrocom;Maior cobertura;1,912;2;34,8;77
Pré-pago;Masculino;Mediana;Samsung;Cumbuca;Maior cobertura;1,491;6;70,4;59
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;1,293;2;34;66
Pós-pago;Masculino;Terrível;Samsung;Escuridão;Qualidade do sinal;11,934;3;42,4;90
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;4,725;8;90,6;69
Pré-pago;Masculino;Confiável;Motorola;Escuridão;Maior cobertura;2,487;8;88;76
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;6,162;5;63,2;100
Pós-pago;Feminino;Sofrível;Motorola;Cumbuca;Qualidade do sinal;5,949;7;76,8;81
Pré-pago;Masculino;Mediana;Gradiente;Nenhuma;Qualidade do sinal;9,843; ;60,8;85
Pré-pago;Masculino;Mediana;Motorola;Nenhuma;Maior cobertura;7,569;5;61;65
Pré-pago;Feminino;Sofrível;Samsung;Nenhuma;Maior cobertura;4,593;2;34,2;76
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;16,11;9;95,8;91
Pré-pago;Masculino;Excelente;Motorola;Escuridão;Maior cobertura;1,929;4;50;65
Pós-pago;Feminino;Sofrível;Ericsson;Nenhuma;Qualidade do sinal;6,723;3;41,6;88
Pós-pago;Masculino;Terrível;Samsung;Mortinho;Qualidade do sinal;6,783;5;57,6;84
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Tarifa menor;7,95;7;82,8;72
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,387;4;50,4;45
Pré-pago;Masculino;Terrível;Ericsson;Cumbuca;Tarifa menor;14,592;5;63;93
Pré-pago;Masculino;Terrível;Samsung;Ferrocom;Maior cobertura;4,29;1;30,52;79
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,773;3;38,2;57
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;28,092;8;90;91
Pós-pago;Masculino;Sofrível;Motorola;Cumbuca;Qualidade do sinal;7,632;5;59,6;80
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;1,816;4;46,4;68
Pré-pago;Feminino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;2,298;6;67,6;71
Pós-pago;Masculino;Excelente;Gradiente;Cumbuca;Maior cobertura;1,548;6;66,2;67
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Qualidade do sinal;7,38;6;71,6;88
Pós-pago;Masculino;Mediana;Siemens;Mortinho;Qualidade do sinal;3,732;4;50,8;78
Pré-pago;Masculino;Confiável;Samsung;Ferrocom;Maior cobertura;1,329;6;74,6;57
Pós-pago;Feminino;Mediana;Motorola;Ferrocom;Qualidade do sinal;5,337;5;240;84
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;1,939;7;75,4;52
Pré-p ;Feminino;Sofrível;Ericsson;Cumbuca;Maior cobertura;5,19;3;42,4;79
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Tarifa menor;3,231;7;83,6;86
Pré-pago;Feminino;Mediana;Gradiente;Cumbuc ;Maior  ;1,491;3;42,6;79
Pós-pago;Feminino;Mediana;Motorola;Nenhuma;Qualidade do sinal;6,438;6;74;62
Pré-pago;Feminino;Mediana;Samsung;Mortinho;Maior cobertura;1,119;6;70,2;74
Pré-pago;Feminino;Mediana;Gradiente;Ferrocom;Maior cobertura;3,231;5;57,6;68
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;7,758;7;82,2;88
Pós-pago;Feminino;Mediana;Samsung;Nenhuma;Tarifa menor;11,763;4;49,6;88
Pós-pago;Masculino;Sofrível;Gradiente;Cumbuca;Maior cobertura;2,406;4;54;62
Pós-pago;Masculino;Excelente;Motorola;Nenhuma;Qualidade do sinal;7,632;5;57,8;72
Pré-pago;Masculino;Mediana;Ericsson;Escuridão;Qualidade do sinal;15,39;3;43,4;71
Pós-pago;Masculino;Mediana;Gradiente;Nenhuma;Qualidade do sinal;14,988;7;75,2;75
Pré-pago;Masculino;Sofrível;Ericsson;Nenhuma;Tarifa menor;12,99;6;68,8;83
Pré-pago;Femini ;Confiável;Gradiente;Cumbuca;Maior cobertura;1,804;4;52,2;60
Pós-pago;Feminino;Terrível;Siemens;Ferrocom;Qualidade do sinal;8,349;3;42,2;86
Pós-pago;Masculino;Mediana;Gradiente;Mortinho;Tarifa menor;5,844;4;52,6;79
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Qualidade do sinal;4,635;4;46,2;79
Pós-pago;Masculino;Excelente;Siemens;Nenhuma;Qualidade do sinal;4,593;4;53,6;86
Pré-pago;Masculino;Terrível;Motorola;Mortinho;Qualidade do sinal;10,146;4;48;91
Pré-pago;Feminino;Mediana;Gradiente;Mortinho;Maior cobertura;2,094;5;63,6;69
Pós-pago;Masculino;Sofrível;Motorola;Nenhuma;Tarifa menor;19,677;8;89,8;102
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,258;4;47,2;63
Pós-pago;Masculino;Terrível;Gradiente;Nenhuma;Tarifa menor;19,797;4;49,2;99
Pós-pago;Masculino;Terrível;Motorola;Escuridão;Qualidade do sinal;11,427;2;30,52;85
Pré-pago;Masculino;Excelente;Gradiente;Ferrocom;Maior cobertura;2,997;5;63,6;64
Pós-pago;Feminino;Mediana;Gradiente;Nenhuma;Maior cobertura;7,695;5;61;81
Pré-pago;Masculino;Terrível;Samsung;Escuridão;Qualidade do sinal;7,38;5;64,2;78
Pós-pago;Masculino;Excelente;Siemens;Mortinho;Tarifa menor;15,591;6;72,2;101
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;14,496;4;54,8;90
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Qualidade do sinal;18,174;4;53,2;76
Pré-pago;Feminino;Confiável;Siemens;Escuridão;Qualidade do sinal;1,278;6;73,2;68
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Maior cobertura;3,885;3;43,6;81
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,134;4;51,4;46
Pré-pago;Feminino;Sofrível;Samsung;Nenhuma;Maior cobertura;11,592;6;67,8;76
Pós-pago;Feminino;Terrível;Gradiente;Ferrocom;Qualidade do sinal;3,063;5;63,2;75
Pós-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;6,162;6;68,6;83
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;18,174;4;52,8;104
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;1,839;6;69,8;69
Pós-pago;Feminino;Mediana;Motorola;Ferrocom;Qualidade do sinal;4,125;2;30,52;76
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Tarifa menor;7,758;6;72,4;87
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;14,013;6;72,4;108
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,032;5;61;79
Pós-pago;Masculino;Sofrível;Motorola;Nenhuma;Tarifa menor;12,453;9;103;106
Pós-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;7,506;4;48,6;74
Pós-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;3,621;6;66,8;74
Pré-pago;Masculino;Mediana;Gradiente;Nenhuma;Qualidade do sinal;8,082;4;50,4;79
Pré-pago;Feminino;Excelente;Ericsson;Cumbuca;Maior cobertura;2,046;9;97;84
Pré-pago;Feminino;Terrível;Siemens;Nenhuma;Qualidade do sinal;3,195;6;66,8;92
Pós-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;2,406;2;30,52;61
Pós-pago;Masculino;Excelente;Gradiente;Nenhuma;Qualidade do sinal;9,618;6;67,8;89
Pré-pago;Feminino;Sofrível;Motorola;Mortinho;Maior cobertura;3,621;5;59,8;76
Pós-pago;Feminino;Terrível;Motorola;Nenhuma;Tarifa menor;14,397;2;32,4;101
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Tarifa menor;14,691;40;108;96
Pós-pago;Masculino;Excelente;Samsung;Nenhuma;Qualidade do sinal;5,094;3;43,6;66
Pré-pago;Feminino;Excelente;Gradiente;Escuridão;Maior cobertura;1,608;3;40,8;71
Pré-pago;Mas ;Confiável;Ericsson;Cumbuca;Maior cobertura;4,125;3;42,6;74
Pós-pago;Masculino;Sofrível;Motorola;Mortinho;Qualidade do sinal;7,887;1;30,52;70
Pós-pago;Masculino;Terrível;Siemens;Escuridão;Tarifa menor;6,003;7;80,8;76
Pré-pago;Masculino;Confiável;Samsung;Ferrocom;Maior cobertura;2,688;4;46,8;64
Pós-pago;Feminino;Excelente;Motorola;Nenhuma;Maior cobertura;2,871;5;59,4;59
Pós-pago;Feminino;Terrível;Motorola;Ferrocom;Tarifa menor;4,086;7;78,8;84
Pós-pago;Masculino;Terrível;Motorola;Ferrocom;Tarifa menor;6,327;5;60;86
Pré-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;2,661;5;64;67
Pós-pago;Feminino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;6,552;5;56,4;87
Pré-pago;Masculino;Sofrível;Gradiente;Nenhuma;Maior cobertura;3,3;3;42,2;62
Pré-pago;Masculino;Sofrível;Samsung;Ferrocom;Tarifa menor;9,039;8;94;90
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,062;4;51,6;62
Pré-pago;Feminino;Terrível;Gradiente;Nenhuma;Maior cobertura;4,68;8;91,6;71
