Tipo;Sexo;Opinião;Modelo;Outra;Razão;Renda;Anos;Gasto;Minutos;ID
Pré-pago;Masculino;Mediana;Samsung;Ferrocom;Maior cobertura;4725,0;4;45,2;79;3860
Pré-pago;Masculino;Excelente;Ericsson;Nenhuma;Qualidade do sinal;3333,0;3;37,6;65;3861
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;31164,0;8;94,0;110;3862
Pré-pago;Feminino;Mediana;Motorola;Mortinho;Maior cobertura;2934,0;6;66,4;67;3863
Pré-pago;Masculino;Mediana;Gradiente;Mortinho;Maior cobertura;2271,0;1;30,52;81;3864
Pré-pago;Masculino;Sofrível;Ericsson;Cumbuca;Maior cobertura;6438,0;4;53,0;78;3865
Pós-pago;Masculino;Excelente;Samsung;Mortinho;Qualidade do sinal;4332,0;4;53,8;68;3866
Pós-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;8148,0;3;41,4;77;3867
Pré-pago;Masculino;Excelente;Motorola;Ferrocom;Maior cobertura;3474,0;4;48,4;75;3868
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;8082,000000000001;4;52,4;71;3869
Pós-pago;Feminino;Terrível;Samsung;Cumbuca;Qualidade do sinal;2661,0;3;35,6;89;3870
Pós-pago;Feminino;Terrível;Motorola;Nenhuma;Tarifa menor;9843,0;4;49,8;93;3871
Pós-pago;Masculino;Confiável;Gradiente;Nenhuma;Qualidade do sinal;10695,0;4;47,0;65;3872
Pré-pago;Feminino;Mediana;Motorola;Escuridão;Maior cobertura;1837,0;6;68,0;62;3873
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Maior cobertura;4860,0;3;41,2;78;3874
Pós-pago;Masculino;Terrível;Samsung;Ferrocom;Qualidade do sinal;4005,0;5;60,6;87;3875
Pré-pago;Masculino;Sofrível;Gradiente;Mortinho;Qualidade do sinal;2021,9999999999998;3;36,6;81;3876
Pré-pago;Feminino;Confiável;Samsung;Nenhuma;Qualidade do sinal;2631,0;7;75,6;68;3877
Pré-pago;Masculino;Mediana;Samsung;Nenhuma;Qualidade do sinal;5895,0;7;84,6;76;3878
Pré-pago;Feminino;Mediana;Motorola;Escuridão;Maior cobertura;1566,0;7;84,4;65;3879
Pré-pago;Feminino;Mediana;Samsung;Ferrocom;Maior cobertura;2169,0;9;96,6;76;3880
Pré-pago;Masculino;Sofrível;Gradiente;Cumbuca;Maior cobertura;2045,9999999999998;3;36,6;84;3881
Pós-pago;Masculino;Sofrível;Siemens;Cumbuca;Qualidade do sinal;13824,0;6;74,0;70;3882
Pós-pago;Masculino;Terrível;Siemens;Ferrocom;Tarifa menor;3966,0;8;87,8;71;3883
Pré-pago;Masculino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;2778,0;6;74,6;76;3884
Pré-pago;Feminino;Sofrível;Samsung;Ferrocom;Maior cobertura;2487,0;3;41,6;73;3885
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;19206,0;5;60,8;97;3886
Pré-pago;Feminino;Mediana;Motorola;Ferrocom;Maior cobertura;1452,0;1;30,52;57;3887
Pós-pago;Masculino;Confiável;Gradiente;Ferrocom;Maior cobertura;1327,0;1;30,52;54;3888
Pós-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;1293,0;5;61,6;68;3889
Pré-pago;Feminino;Excelente;Ericsson;Ferrocom;Maior cobertura;1608,0;6;72,8;66;3890
Pré-pago;Feminino;Sofrível;Ericsson;Cumbuca;Maior cobertura;1509,0;3;60,4;64;3891
Pré-pago;Feminino;Terrível;Motorola;Ferrocom;Qualidade do sinal;3063,0;5;62,8;73;3892
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;16959,0;10;110,4;114;3893
Pós-pago;Masculino;Terrível;Gradiente;Nenhuma;Tarifa menor;16851,0;8;87,8;88;3894
Pós-pago;Masculino;Terrível;Samsung;Cumbuca;Qualidade do sinal;4770,0;3;37,2;78;3895
Pré-pago;Feminino;Terrível;Samsung;Ferrocom;Qualidade do sinal;5739,0;5;60,6;73;3896
Pré-pago;Feminino;Terrível;Motorola;Escuridão;Maior cobertura;2811,0;5;57,2;54;3897
Pós-pago;Masculino;Mediana;Siemens;Ferrocom;Qualidade do sinal;7821,0;6;70,6;63;3898
Pré-pago;Feminino;Excelente;Motorola;Cumbuca;Maior cobertura;1884,0;4;53,8;60;3899
Pré-pago;Masculino;Excelente;Motorola;Nenhuma;Maior cobertura;1608,0;1;30,52;57;3900
Pós-pago;Feminino;Sofrível;Samsung;Nenhuma;Qualidade do sinal;4815,0;6;70,0;77;3901
Pós-pago;Feminino;Sofrível;Motorola;Mortinho;Tarifa menor;4635,0;6;72,4;101;3902
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;1282,0;3;42,0;36;3903
Pós-pago;Feminino;Mediana;Samsung;Ferrocom;Maior cobertura;1618,0;6;65,0;90;3904
Pré-pago;Masculino;Mediana;Motorola;Nenhuma;Maior cobertura;5688,0;4;53,8;69;3905
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;8967,0;8;175,6;102;3906
Pré-pago;Feminino;Mediana;Samsung;Mortinho;Qualidade do sinal;9252,0;7;328,8;96;3907
Pré-pago;Masculino;Sofrível;Ericsson;Cumbuca;Maior cobertura;4209,0;4;46,4;73;3908
Pós-pago;Feminino;Mediana;Ericsson;Ferrocom;Maior cobertura;2271,0;0;30,52;79;3909
Pré-pago;Masculino;Excelente;Gradiente;Nenhuma;Maior cobertura;8082,000000000001;7;78,0;71;3910
Pré-pago;Feminino;Terrível;Siemens;Ferrocom;Qualidade do sinal;4290,0;5;63,6;85;3911
Pré-pago;Masculino;Sofrível;Motorola;Ferrocom;Qualidade do sinal;4167,0;3;40,4;79;3912
Pós-pago;Masculino;Confiável;Gradiente;Nenhuma;Tarifa menor;11592,0;7;75,6;79;3913
Pós-pago;Masculino;Terrível;Motorola;Escuridão;Tarifa menor;14592,0;5;58,4;114;3914
Pré-pago;Feminino;Sofrível;Samsung;Cumbuca;Maior cobertura;3129,0;9;99,0;82;3915
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1362,0;4;54,6;88;3916
Pré-pago;Masculino;Mediana;Motorola;Nenhuma;Qualidade do sinal;2967,0;5;57,4;72;3917
Pós-pago;Masculino;Confiável;Motorola;Nenhuma;Qualidade do sinal;11511,0;8;89,8;78;3918
Pré-pago;Feminino;Terrível;Gradiente;Cumbuca;Maior cobertura;3264,0;6;74,2;71;3919
Pós-pago;Masculino;Excelente;Ericsson;Cumbuca;Qualidade do sinal;3333,0;9;98,2;81;3920
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;1905,0;4;45,6;43;3921
Pré-pago;Feminino;Mediana;Samsung;Nenhuma;Maior cobertura;2967,0;6;72,8;83;3922
Pós-pago;Masculino;Terrível;Ericsson;Nenhuma;Maior cobertura;5049,0;5;58,4;74;3923
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1837,0;3;38,8;55;3924
Pré-pago;Masculino;Mediana;Gradiente;Escuridão;Qualidade do sinal;1929,0;8;91,2;69;3925
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;2460,0;3;42,2;51;3926
Pré-pago;Masculino;Mediana;Samsung;Mortinho;Maior cobertura;7758,0;5;63,4;68;3927
Pré-pago;Masculino;Mediana;Ericsson;Escuridão;Maior cobertura;5094,0;3;40,0;67;3928
Pré-pago;Feminino;Excelente;Motorola;Nenhuma;Maior cobertura;4548,0;8;87,8;67;3929
Pós-pago;Feminino;Sofrível;Samsung;Mortinho;Qualidade do sinal;4248,0;3;44,6;83;3930
Pós-pago;Masculino;Mediana;Siemens;Nenhuma;Tarifa menor;19797,0;6;66,8;80;3931
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;5286,0;8;86,6;76;3932
Pré-pago;Feminino;Terrível;Motorola;Nenhuma;Tarifa menor;14592,0;7;82,0;115;3933
Pré-pago;Masculino;Sofrível;Samsung;Nenhuma;Maior cobertura;4548,0;5;58,2;57;3934
Pré-pago;Masculino;Mediana;Ericsson;Escuridão;Maior cobertura;1752,0;6;71,8;54;3935
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Tarifa menor;17835,0;7;80,2;93;3936
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;2631,0;6;66,4;76;3937
Pós-pago;Masculino;Terrível;Gradiente;Nenhuma;Tarifa menor;10071,0;5;62,8;109;3938
Pós-pago;Masculino;Excelente;Motorola;Nenhuma;Tarifa menor;12810,0;6;68,8;83;3939
Pré-pago;Feminino;Excelente;Ericsson;Cumbuca;Maior cobertura;7380,0;3;44,0;74;3940
Pré-pago;Masculino;Mediana;Motorola;Nenhuma;Qualidade do sinal;6552,0;5;61,6;64;3941
Pré-pago;Masculino;Excelente;Siemens;Cumbuca;Maior cobertura;1212,0;4;48,4;66;3942
Pós-pago;Masculino;Mediana;Ericsson;Nenhuma;Maior cobertura;3030,0;4;53,4;73;3943
Pré-pago;Masculino;Mediana;Motorola;Ferrocom;Qualidade do sinal;6666,0;4;45,2;82;3944
Pré-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;8688,0;7;84,4;95;3945
Pré-pago;Masculino;Mediana;Motorola;Mortinho;Maior cobertura;1245,0;6;72,0;74;3946
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;9993,0;5;61,2;78;3947
Pós-pago;Masculino;Sofrível;Samsung;Ferrocom;Maior cobertura;2904,0;4;46,2;90;3948
Pós-pago;Feminino;Mediana;Gradiente;Nenhuma;Tarifa menor;7017,0;7;78,8;84;3949
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;24255,0;8;89,0;112;3950
Pré-pago;Feminino;Sofrível;Samsung;Nenhuma;Qualidade do sinal;5049,0;10;110,8;94;3951
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Qualidade do sinal;5637,0;2;33,2;78;3952
Pós-pago;Masculino;Sofrível;Gradiente;Cumbuca;Qualidade do sinal;21138,0;6;71,0;98;3953
Pré-pago;Masculino;Sofrível;Siemens;Escuridão;Maior cobertura;4815,0;4;54,8;80;3954
Pré-pago;Masculino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;9471,0;7;75,0;79;3955
Pós-pago;Masculino;Mediana;Siemens;Nenhuma;Tarifa menor;2379,0;6;69,2;73;3956
Pré-pago;Masculino;Excelente;Ericsson;Escuridão;Maior cobertura;1752,0;3;38,0;63;3957
Pré-pago;Masculino;Sofrível;Motorola;Cumbuca;Maior cobertura;3732,0;1;30,52;78;3958
Pós-pago;Masculino;Excelente;Motorola;Nenhuma;Maior cobertura;3696,0;7;76,6;69;3959
Pré-pago;Feminino;Sofrível;Gradiente;Ferrocom;Maior cobertura;3849,0;5;62,4;71;3960
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;2379,0;4;51,2;56;3961
Pré-pago;Masculino;Confiável;Ericsson;Ferrocom;Maior cobertura;4548,0;2;34,8;69;3962
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;28692,0;6;70,6;108;3963
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;12900,0;5;64,0;84;3964
Pré-pago;Masculino;Terrível;Motorola;Ferrocom;Maior cobertura;5238,0;4;51,8;97;3965
Pré-pago;Feminino;Confiável;Gradiente;Nenhuma;Qualidade do sinal;1929,0;8;90,4;80;3966
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;18975,0;0;30,52;99;3967
Pós-pago;Masculino;Excelente;Motorola;Cumbuca;Maior cobertura;1509,0;5;64,6;69;3968
Pré-pago;Feminino;Terrível;Gradiente;Cumbuca;Maior cobertura;1245,0;5;55,6;60;3969
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;8688,0;5;63,4;96;3970
Pós-pago;Masculino;Mediana;Samsung;Cumbuca;Qualidade do sinal;7887,0;6;71,2;71;3971
Pré-pago;Masculino;Sofrível;Gradiente;Cumbuca;Maior cobertura;3474,0;4;49,4;63;3972
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Tarifa menor;6609,0;9;97,4;88;3973
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;1473,0;2;32,2;40;3974
Pré-pago;Feminino;Excelente;Ericsson;Cumbuca;Maior cobertura;1312,0;4;50,2;56;3975
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1768,0;6;67,0;48;3976
Pós-pago;Feminino;Mediana;Samsung;Mortinho;Qualidade do sinal;4461,0;5;64,6;80;3977
Pós-pago;Masculino;Excelente;Motorola;Ferrocom;Qualidade do sinal;8280,0;4;46,8;71;3978
Pós-pago;Masculino;Excelente;Motorola;Cumbuca;Qualidade do sinal;3474,0;4;45,2;70;3979
Pós-pago;Feminino;Mediana;Gradiente;Mortinho;Maior cobertura;9471,0;4;47,0;68;3980
Pós-pago;Feminino;Excelente;Motorola;Cumbuca;Maior cobertura;1815,0;8;85,2;76;3981
Pré-pago;Feminino;Mediana;Samsung;Nenhuma;Maior cobertura;3966,0;6;71,8;77;3982
Pós-pago;Feminino;Sofrível;Motorola;Nenhuma;Tarifa menor;7506,0;7;77,8;81;3983
Pré-pago;Feminino;Mediana;Samsung;Nenhuma;Maior cobertura;4953,0;4;46,4;70;3984
Pós-pago;Masculino;Terrível;Siemens;Mortinho;Tarifa menor;17724,0;5;64,2;90;3985
Pré-pago;Masculino;Mediana;Samsung;Ferrocom;Maior cobertura;3030,0;6;69,8;63;3986
Pós-pago;Masculino;Sofrível;Motorola;Cumbuca;Tarifa menor;12018,0;3;43,4;99;3987
Pré-pago;Feminino;Mediana;Gradiente;Escuridão;Maior cobertura;1453,0;6;68,0;73;3988
Pós-pago;Masculino;Sofrível;Gradiente;Escuridão;Tarifa menor;8016,0;7;81,8;83;3989
Pós-pago;Masculino;Mediana;Gradiente;Nenhuma;Qualidade do sinal;3657,0;5;64,0;75;3990
Pré-pago;Feminino;Excelente;Ericsson;Ferrocom;Maior cobertura;1860,0;4;53,0;56;3991
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Tarifa menor;6666,0;7;80,0;73;3992
Pós-pago;Feminino;Mediana;Siemens;Nenhuma;Maior cobertura;3063,0;6;69,2;91;3993
Pós-pago;Feminino;Terrível;Motorola;Mortinho;Tarifa menor;8148,0;7;83,6;101;3994
Pré-pago;Feminino;Sofrível;Ericsson;Nenhuma;Qualidade do sinal;5142,0;8;86,0;82;3995
Pós-pago;Feminino;Sofrível;Motorola;Ferrocom;Maior cobertura;3369,0;3;40,6;74;3996
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1477,0;7;78,2;54;3997
Pré-pago;Masculino;Mediana;Motorola;Nenhuma;Maior cobertura;3333,0;6;65,6;72;3998
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;3333,0;5;63,6;61;3999
Pós-pago;Feminino;Mediana;Samsung;Ferrocom;Maior cobertura;1929,0;5;55,2;79;4000
Pós-pago;Masculino;Sofrível;Samsung;Cumbuca;Maior cobertura;5484,0;4;50,0;75;4001
Pré-pago;Masculino;Mediana;Ericsson;Ferrocom;Qualidade do sinal;3732,0;5;58,4;72;4002
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1212,0;4;52,2;58;4003
Pós-pago;Masculino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;6609,0;9;96,0;83;4004
Pré-pago;Feminino;Mediana;Ericsson;Nenhuma;Maior cobertura;1230,0;7;80,8;66;4005
Pós-pago;Masculino;Excelente;Gradiente;Mortinho;Tarifa menor;10935,0;8;93,2;78;4006
Pós-pago;Feminino;Mediana;Motorola;Mortinho;Qualidade do sinal;9111,0;6;67,2;73;4007
Pré-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;5484,0;5;62,0;72;4008
Pré-pago;Feminino;Sofrível;Ericsson;Nenhuma;Maior cobertura;3402,0;5;63,6;79;4009
Pós-pago;Feminino;Excelente;Samsung;Cumbuca;Maior cobertura;4374,0;6;71,4;68;4010
Pré-pago;Feminino;Confiável;Ericsson;Nenhuma;Maior cobertura;1546,0;3;41,8;48;4011
Pré-pago;Feminino;Terrível;Motorola;Nenhuma;Tarifa menor;5535,0;5;61,8;93;4012
Pós-pago;Masculino;Sofrível;Motorola;Ferrocom;Qualidade do sinal;2118,0;5;55,2;75;4013
Pré-pago;Masculino;Terrível;Siemens;Mortinho;Tarifa menor;12630,0;6;73,8;88;4014
Pós-pago;Feminino;Mediana;Gradiente;Nenhuma;Maior cobertura;8148,0;5;60,4;75;4015
Pré-pago;Masculino;Confiável;Motorola;Ferrocom;Maior cobertura;1794,0;8;88,8;61;4016
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;12192,0;4;45,8;105;4017
Pré-pago;Masculino;Sofrível;Samsung;Nenhuma;Qualidade do sinal;6108,0;5;59,0;69;4018
Pré-pago;Feminino;Confiável;Siemens;Cumbuca;Maior cobertura;1608,0;5;60,2;73;4019
Pós-pago;Masculino;Terrível;Gradiente;Escuridão;Qualidade do sinal;7443,0;8;94,2;95;4020
Pós-pago;Masculino;Terrível;Motorola;Ferrocom;Tarifa menor;7137,0;8;86,2;106;4021
Pós-pago;Feminino;Sofrível;Samsung;Mortinho;Qualidade do sinal;3231,0;5;64,6;77;4022
Pós-pago;Masculino;Sofrível;Siemens;Cumbuca;Qualidade do sinal;6054,0;3;40,2;68;4023
Pós-pago;Feminino;Mediana;Ericsson;Escuridão;Maior cobertura;1668,0;4;50,2;69;4024
Pós-pago;Feminino;Mediana;Samsung;Ferrocom;Maior cobertura;10458,0;6;67,6;87;4025
Pós-pago;Masculino;Sofrível;Gradiente;Mortinho;Qualidade do sinal;4248,0;7;81,8;73;4026
Pré-pago;Masculino;Confiável;Ericsson;Ferrocom;Maior cobertura;2298,0;5;63,8;63;4027
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Tarifa menor;4209,0;6;69,4;92;4028
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;16425,0;7;81,6;99;4029
Pré-pago;Masculino;Mediana;Siemens;Nenhuma;Tarifa menor;14592,0;8;85,8;76;4030
Pós-pago;Feminino;Terrível;Gradiente;Nenhuma;Qualidade do sinal;4086,0000000000005;6;65,4;67;4031
Pós-pago;Masculino;Confiável;Gradiente;Escuridão;Maior cobertura;4770,0;4;45,6;79;4032
Pós-pago;Feminino;Terrível;Motorola;Nenhuma;Qualidade do sinal;13728,0;6;70,0;98;4033
Pré-pago;Feminino;Excelente;Ericsson;Cumbuca;Maior cobertura;1329,0;4;51,4;78;4034
Pré-pago;Masculino;Mediana;Samsung;Ferrocom;Qualidade do sinal;7137,0;7;75,4;79;4035
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;6003,0;6;65,4;55;4036
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;2841,0;6;72,8;76;4037
Pré-pago;Feminino;Sofrível;Motorola;Escuridão;Maior cobertura;2298,0;5;60,4;59;4038
Pré-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;2967,0;6;72,6;58;4039
Pós-pago;Feminino;Terrível;Samsung;Ferrocom;Qualidade do sinal;3927,0;8;88,0;85;4040
Pré-pago;Masculino;Mediana;Ericsson;Escuridão;Maior cobertura;7821,0;2;30,52;69;4041
Pré-pago;Masculino;Mediana;Siemens;Mortinho;Maior cobertura;14889,0;5;62,0;75;4042
Pós-pago;Feminino;Sofrível;Gradiente;Cumbuca;Qualidade do sinal;5094,0;8;86,4;80;4043
Pós-pago;Feminino;Sofrível;Samsung;Nenhuma;Maior cobertura;5142,0;6;66,6;68;4044
Pré-pago;Masculino;Terrível;Siemens;Cumbuca;Qualidade do sinal;10458,0;5;64,0;86;4045
Pré-pago;Feminino;Mediana;Motorola;Mortinho;Qualidade do sinal;3162,0;8;86,8;85;4046
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;18285,0;4;48,4;107;4047
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;14790,0;7;81,0;91;4048
Pré-pago;Feminino;Excelente;Ericsson;Cumbuca;Maior cobertura;1990,0;4;54,0;51;4049
Pré-pago;Masculino;Sofrível;Samsung;Ferrocom;Maior cobertura;2145,0;3;35,0;55;4050
Pós-pago;Feminino;Sofrível;Samsung;Nenhuma;Tarifa menor;8082,000000000001;6;65,8;107;4051
Pré-pago;Feminino;Confiável;Ericsson;Mortinho;Maior cobertura;1929,0;5;58,8;34;4052
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1873,0;0;30,52;56;4053
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;2841,0;6;71,2;78;4054
Pré-pago;Feminino;Sofrível;Motorola;Escuridão;Maior cobertura;3129,0;7;75,4;63;4055
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;6666,0;6;66,0;87;4056
Pré-pago;Masculino;Mediana;Samsung;Nenhuma;Tarifa menor;9327,0;6;68,4;92;4057
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;7950,0;2;30,52;93;4058
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Tarifa menor;8214,0;5;59,4;95;4059
Pré-pago;Feminino;Mediana;Gradiente;Ferrocom;Maior cobertura;5895,0;0;30,52;76;4060
Pré-pago;Masculino;Mediana;Motorola;Mortinho;Maior cobertura;3849,0;4;46,4;68;4061
Pós-pago;Feminino;Sofrível;Gradiente;Ferrocom;Maior cobertura;2487,0;4;48,8;63;4062
Pré-pago;Feminino;Mediana;Samsung;Ferrocom;Qualidade do sinal;2997,0;7;77,0;148;4063
Pós-pago;Masculino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;8619,0;2;30,52;81;4064
Pós-pago;Masculino;Terrível;Motorola;Ferrocom;Tarifa menor;6108,0;6;66,8;89;4065
Pós-pago;Masculino;Sofrível;Gradiente;Nenhuma;Qualidade do sinal;4419,0;5;56,8;85;4066
Pós-pago;Masculino;Mediana;Motorola;Mortinho;Maior cobertura;5949,0;8;85,2;62;4067
Pré-pago;Masculino;Sofrível;Samsung;Nenhuma;Maior cobertura;8082,000000000001;6;69,2;64;4068
Pós-pago;Feminino;Terrível;Motorola;Nenhuma;Qualidade do sinal;3849,0;5;57,6;88;4069
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;1369,0;6;70,4;62;4070
Pré-pago;Masculino;Sofrível;Samsung;Ferrocom;Qualidade do sinal;4635,0;5;55,0;84;4071
Pré-pago;Feminino;Mediana;Ericsson;Nenhuma;Maior cobertura;1849,0;4;48,8;57;4072
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Qualidade do sinal;8757,0;7;78,6;85;4073
Pré-pago;Masculino;Excelente;Motorola;Cumbuca;Qualidade do sinal;3438,0;6;66,8;82;4074
Pós-pago;Masculino;Mediana;Siemens;Mortinho;Tarifa menor;17067,0;5;61,6;86;4075
Pós-pago;Masculino;Terrível;Samsung;Cumbuca;Tarifa menor;11427,0;7;166,4;100;4076
Pré-pago;Masculino;Excelente;Gradiente;Ferrocom;Qualidade do sinal;7137,0;7;75,2;74;4077
Pós-pago;Masculino;Excelente;Siemens;Cumbuca;Qualidade do sinal;3162,0;3;38,8;84;4078
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Tarifa menor;26202,0;7;77,6;97;4079
Pós-pago;Masculino;Sofrível;Samsung;Mortinho;Qualidade do sinal;7821,0;5;57,2;87;4080
Pré-pago;Masculino;Terrível;Samsung;Ferrocom;Qualidade do sinal;5949,0;5;56,6;90;4081
Pré-pago;Masculino;Sofrível;Motorola;Mortinho;Maior cobertura;9546,0;5;61,2;66;4082
Pós-pago;Feminino;Excelente;Ericsson;Ferrocom;Qualidade do sinal;1759,0;4;48,2;66;4083
Pós-pago;Masculino;Mediana;Samsung;Mortinho;Qualidade do sinal;8967,0;3;43,8;71;4084
Pós-pago;Feminino;Terrível;Motorola;Nenhuma;Tarifa menor;7380,0;2;33,0;86;4085
Pré-pago;Feminino;Confiável;Ericsson;Escuridão;Maior cobertura;2967,0;1;30,52;59;4086
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;1548,0;3;35,2;66;4087
Pré-pago;Masculino;Mediana;Motorola;Escuridão;Maior cobertura;1731,0;7;82,2;63;4088
Pré-pago;Feminino;Terrível;Motorola;Nenhuma;Qualidade do sinal;1591,0;7;76,6;90;4089
Pré-pago;Masculino;Confiável;Motorola;Ferrocom;Maior cobertura;3696,0;6;71,8;58;4090
Pré-pago;Feminino;Terrível;Motorola;Nenhuma;Maior cobertura;7821,0;3;43,2;77;4091
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;4332,0;3;39,8;65;4092
Pré-pago;Feminino;Mediana;Motorola;Mortinho;Maior cobertura;5637,0;5;64,0;70;4093
Pré-pago;Masculino;Mediana;Ericsson;Nenhuma;Maior cobertura;2325,0;5;55,4;60;4094
Pós-pago;Masculino;Terrível;Motorola;Mortinho;Qualidade do sinal;7077,0;7;82,6;67;4095
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;24663,0;4;54,4;88;4096
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;3585,0;7;76,8;64;4097
Pré-pago;Feminino;Confiável;Gradiente;Mortinho;Maior cobertura;1212,0;8;91,6;76;4098
Pré-pago;Masculino;Sofrível;Samsung;Cumbuca;Qualidade do sinal;7632,0;6;65,8;85;4099
Pré-pago;Feminino;Confiável;Siemens;Cumbuca;Maior cobertura;1873,0;3;39,0;50;4100
Pré-pago;Masculino;Sofrível;Gradiente;Nenhuma;Maior cobertura;2406,0;5;57,0;76;4101
Pré-pago;Masculino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;4770,0;6;74,8;77;4102
Pós-pago;Masculino;Sofrível;Motorola;Ferrocom;Qualidade do sinal;6552,0;6;71,4;68;4103
Pós-pago;Masculino;Mediana;Gradiente;Cumbuca;Maior cobertura;9993,0;4;51,2;76;4104
Pós-pago;Masculino;Mediana;Ericsson;Cumbuca;Qualidade do sinal;4248,0;9;96,0;78;4105
Pré-pago;Masculino;Confiável;Motorola;Ferrocom;Maior cobertura;1905,0;4;52,6;420;4106
Pré-pago;Masculino;Sofrível;Motorola;Ferrocom;Qualidade do sinal;4125,0;4;51,0;69;4107
Pré-pago;Masculino;Confiável;Siemens;Escuridão;Maior cobertura;3333,0;2;34,8;65;4108
Pré-pago;Feminino;Confiável;Ericsson;Ferrocom;Maior cobertura;1626,0;2;32,6;48;4109
Pré-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;21765,0;10;108,2;82;4110
Pós-pago;Feminino;Sofrível;Samsung;Ferrocom;Maior cobertura;1216,0;4;52,6;78;4111
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1905,0;4;50,6;62;4112
Pré-pago;Masculino;Mediana;Siemens;Mortinho;Maior cobertura;6957,0;6;67,8;62;4113
Pós-pago;Feminino;Sofrível;Motorola;Nenhuma;Tarifa menor;3585,0;7;75,6;99;4114
Pré-pago;Masculino;Confiável;Ericsson;Nenhuma;Maior cobertura;13263,0;4;50,8;69;4115
Pós-pago;Masculino;Excelente;Ericsson;Cumbuca;Maior cobertura;1816,0;5;59,6;71;4116
Pré-pago;Masculino;Mediana;Ericsson;Mortinho;Maior cobertura;1473,0;3;39,2;58;4117
